Channel 1:
0.00, 0.15, 0.62, 0.91, 0.99, 0.82, 0.32, 0.00, 0.00
0.00, 0.18, 0.20, 0.00, 0.00, 0.18, 0.23, 0.00, 0.00
0.00, 0.00, 0.00, 0.07, 0.08, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.17, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.04, 0.21, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.11, 0.19, 0.00, 0.00, 0.04, 0.08, 0.22, 0.26
0.00, 0.00, 0.00, 0.53, 1.00, 1.01, 0.90, 0.82, 0.85
0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00

Channel 2:
0.00, 0.00, 0.30, 0.59, 0.70, 0.65, 0.00, 0.00, 0.00
0.00, 0.00, 0.44, 0.54, 0.53, 0.69, 0.13, 0.00, 0.00
0.00, 0.00, 0.09, 0.11, 0.52, 0.62, 0.08, 0.00, 0.00
0.00, 0.00, 0.00, 0.32, 0.55, 0.47, 0.00, 0.00, 0.00
0.00, 0.00, 0.07, 0.58, 0.54, 0.04, 0.00, 0.00, 0.00
0.00, 0.00, 0.46, 0.58, 0.33, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.63, 0.87, 0.61, 0.55, 0.49, 0.56, 0.55
0.00, 0.00, 0.38, 0.61, 0.68, 0.71, 0.48, 0.39, 0.29
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00

Channel 3:
0.00, 0.00, 0.19, 0.57, 0.64, 0.41, 0.00, 0.00, 0.00
0.00, 0.00, 0.69, 0.77, 0.85, 0.76, 0.00, 0.00, 0.00
0.00, 0.00, 0.33, 0.11, 0.78, 0.75, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.49, 0.79, 0.47, 0.00, 0.00, 0.00
0.00, 0.00, 0.13, 0.80, 0.70, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.72, 0.80, 0.17, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.94, 0.86, 0.35, 0.22, 0.30, 0.47, 0.45
0.00, 0.00, 0.80, 0.86, 0.82, 0.75, 0.65, 0.66, 0.54
0.00, 0.00, 0.00, 0.00, 0.04, 0.04, 0.00, 0.00, 0.00

Channel 4:
0.00, 0.05, 0.64, 0.78, 0.75, 0.55, 0.08, 0.00, 0.00
0.00, 0.25, 0.71, 0.53, 0.29, 0.33, 0.03, 0.00, 0.00
0.00, 0.09, 0.10, 0.22, 0.66, 0.44, 0.00, 0.00, 0.00
0.00, 0.00, 0.11, 0.70, 0.69, 0.02, 0.00, 0.00, 0.00
0.00, 0.00, 0.52, 0.71, 0.30, 0.00, 0.00, 0.00, 0.00
0.00, 0.17, 0.69, 0.61, 0.00, 0.00, 0.00, 0.04, 0.06
0.00, 0.23, 0.60, 0.50, 0.76, 0.70, 0.75, 0.79, 0.66
0.00, 0.11, 0.32, 0.38, 0.59, 0.58, 0.53, 0.32, 0.09
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00

