Channel 1:
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.05, 0.18, 0.42, 0.69, 0.84, 0.78, 0.55, 0.29, 0.10, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.28, 1.16, 2.74, 4.58, 5.55, 5.16, 3.65, 1.90, 0.67, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.14, 0.47, 1.11, 2.26, 4.46, 7.74, 11.31, 13.20, 12.30, 8.99, 4.84, 1.77, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.05, 0.16, 0.44, 1.03, 2.29, 4.37, 7.19, 10.58, 14.25, 17.57, 19.11, 17.64, 13.34, 7.47, 2.84, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.34, 1.06, 2.41, 4.43, 7.09, 10.31, 13.79, 16.86, 19.12, 20.31, 19.95, 17.44, 12.88, 7.18, 2.71, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.29, 0.62, 1.26, 2.37, 4.26, 6.99, 10.32, 13.63, 16.51, 18.77, 20.17, 20.48, 19.57, 17.15, 13.36, 8.75, 4.45, 1.55, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.13, 0.34, 0.84, 1.70, 2.91, 4.74, 7.25, 10.33, 13.53, 16.55, 18.91, 20.35, 20.82, 20.27, 18.48, 15.50, 11.53, 7.43, 3.86, 1.58, 0.42, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.80, 2.19, 4.11, 6.34, 8.46, 10.92, 13.80, 16.68, 18.86, 20.26, 21.06, 21.20, 20.42, 17.94, 14.13, 9.59, 5.60, 2.74, 1.08, 0.35, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.39, 1.58, 4.33, 7.72, 11.02, 13.59, 16.00, 18.35, 20.18, 21.22, 21.54, 21.42, 20.39, 18.03, 13.65, 8.70, 4.40, 1.84, 0.53, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.41, 1.65, 4.51, 7.84, 10.96, 13.82, 16.75, 19.43, 20.94, 21.54, 21.44, 20.60, 18.05, 13.69, 8.32, 3.96, 1.36, 0.40, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.91, 2.47, 4.47, 6.92, 10.77, 15.22, 19.16, 21.00, 21.57, 21.03, 18.56, 14.07, 8.38, 3.85, 1.26, 0.31, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.35, 1.11, 2.72, 5.61, 10.68, 15.92, 19.77, 21.03, 20.93, 19.47, 15.13, 9.35, 3.97, 1.25, 0.19, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.41, 1.57, 4.21, 8.43, 13.85, 18.33, 20.74, 20.74, 19.18, 16.08, 10.64, 5.20, 1.45, 0.30, 0.03, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 1.48, 4.19, 8.31, 13.21, 17.48, 20.20, 21.05, 19.79, 16.47, 11.57, 6.28, 2.40, 0.48, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.44, 1.77, 4.46, 8.74, 13.43, 17.54, 20.03, 20.75, 19.79, 17.04, 12.57, 7.24, 3.02, 0.76, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
